#title = mean sea level anomaly global ocean (Annual signals retained) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 3.04 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2017.3926,,,,44.24000
2017.4198,,,,47.04000
2017.4470,,,,46.94000
2017.4741,,,,47.44000
2017.5012,,,,49.04000
2017.5284,,,,49.84000
2017.5555,,,,50.34000
2017.5827,,,,55.04000
2017.6098,,,,54.24000
2017.6370,,,,55.14000
2017.6641,,,,57.44000
2017.6913,,,,60.84000
2017.7185,,,,62.34000
2017.7456,,,,60.74000
2017.7727,,,,61.64000
2017.7999,,,,63.84000
2017.8271,,,,65.54000
2017.8542,,,,66.84000
2017.8813,,,,65.84000
2017.9085,,,,65.64000
2017.9356,,,,64.04000
2017.9628,,,,63.04000
2017.9899,,,,58.64000
2018.0170,,,,57.44000
2018.0442,,,,57.24000
2018.0713,,,,57.04000
2018.0985,,,,56.44000
2018.1256,,,,51.84000
2018.1527,,,,50.04000
2018.1800,,,,53.54000
2018.2070,,,,53.34000
2018.2342,,,,51.74000
2018.2613,,,,49.54000
2018.2886,,,,50.74000
2018.3156,,,,50.84000
2018.3428,,,,51.24000
2018.3700,,,,51.04000
2018.3971,,,,49.64000
2018.4242,,,,50.74000
2018.4513,,,,50.94000
2018.4786,,,,50.64000
2018.5057,,,,51.74000
2018.5328,,,,54.24000
2018.5600,,,,55.24000
2018.5871,,,,55.34000
2018.6143,,,,56.84000
2018.6415,,,,58.24000
2018.6686,,,,60.54000
2018.6958,,,,64.44000
2018.7229,,,,65.04000
2018.7500,,,,68.94000
2018.7772,,,,67.54000
2018.8044,,,,69.04000
2018.8315,,,,70.84000
2018.8586,,,,68.34000
2018.8858,,,,66.84000
2018.9129,,,,64.34000
2018.9401,,,,63.94000
2018.9673,,,,63.04000
2018.9944,,,,62.74000
2019.0215,,,,59.64000
2019.0486,,,,63.34000
2019.0758,,,,59.34000
2019.1030,,,,60.54000
2019.1301,,,,58.84000
2019.1463,,,,58.04000
2019.1877,,,,58.14000
2019.2115,,,,60.14000
2019.2387,,,,58.84000
2019.2596,,,,57.04000
2019.2930,,,,56.64000
2019.3202,,,,58.44000
2019.3473,,,,60.54000
2019.3745,,,,57.34000
2019.4016,,,,55.74000
2019.4287,,,,54.94000
2019.4559,,,,59.44000
2019.4830,,,,59.34000
2019.5102,,,,61.14000
2019.5374,,,,60.14000
2019.5645,,,,60.64000
2019.5917,,,,61.84000
2019.6187,,,,66.54000
2019.6459,,,,69.04000
2019.6731,,,,68.94000
2019.7002,,,,70.54000
2019.7274,,,,71.54000
2019.7545,,,,70.54000
2019.7817,,,,73.04000
2019.8088,,,,72.84000
2019.8360,,,,71.34000
2019.8631,,,,74.64000
2019.8903,,,,72.14000
2019.9174,,,,71.14000
2019.9446,,,,70.74000
2019.9717,,,,68.64000
2019.9989,,,,67.34000
2020.0260,,,,63.34000
2020.0531,,,,61.14000
2020.0749,,,,61.74000
2020.1119,,,,65.64000
2020.1346,,,,63.94000
2020.1617,,,,60.14000
2020.1889,,,,61.74000
2020.2160,,,,58.24000
2020.2432,,,,60.04000
2020.2703,,,,62.24000
2020.2975,,,,59.64000
2020.3247,,,,59.24000
2020.3518,,,,60.84000
2020.3789,,,,61.34000
2020.4061,,,,62.34000
2020.4332,,,,62.44000
2020.4595,,,,59.64000
2020.4875,,,,62.64000
2020.5147,,,,62.04000
2020.5418,,,,63.94000
2020.5690,,,,65.64000
2020.5961,,,,66.54000
2020.6232,,,,65.34000
2020.6504,,,,68.14000
2020.6776,,,,70.94000
2020.7048,,,,72.14000
2020.7319,,,,73.44000
2020.7590,,,,75.44000
2020.7862,,,,77.74000
2020.8115,,,,78.14000
2020.8413,,,,79.54000
2020.8676,,,,77.64000
2020.8948,,,,73.14000
2020.9219,,,,75.64000
2020.9490,,,,72.64000
2020.9762,,,,71.84000
2021.0033,,,,71.14000
2021.0305,,,,71.74000
2021.0576,,,,70.74000
2021.0848,,,,71.64000
2021.1119,,,,67.34000
2021.1390,,,,64.74000
2021.1662,,,,62.64000
2021.1934,,,,64.24000
2021.2205,,,,65.14000
2021.2477,,,,67.54000
2021.2748,,,,68.34000
2021.3015,,,,68.04000
2021.3291,,,,63.94000
2021.3562,,,,65.34000
2021.3834,,,,66.44000
2021.4105,,,,65.34000
2021.4377,,,,62.54000
2021.4649,,,,66.34000
2021.4920,,,,67.14000
2021.5192,,,,68.04000
2021.5463,,,,68.14000
2021.5735,,,,71.54000
2021.6005,,,,73.24000
2021.6278,,,,74.94000
2021.6549,,,,72.14000
2021.6821,,,,75.04000
2021.7092,,,,78.44000
2021.7364,,,,79.34000
2021.7635,,,,81.04000
2021.7906,,,,81.94000
2021.8178,,,,83.64000
2021.8450,,,,80.24000
2021.8721,,,,79.54000
2021.8992,,,,79.74000
2021.9264,,,,80.84000
2021.9445,,,,77.24000
